
eel	NN	B-NP
skin	NN	I-NP
and	CC	O
topped	VBD	B-VP
off	IN	B-PRT
with	IN	B-PP
raccoon-skin	JJ	B-NP
collars	NNS	I-NP
.	.	O

From	IN	B-PP
Asia	NNP	B-NP
,	,	O
he	PRP	B-NP
has	VBZ	B-VP
mink	NN	B-NP
jackets	NNS	I-NP
with	IN	B-PP
floral	JJ	B-NP
patterns	NNS	I-NP
made	VBN	B-VP
by	IN	B-PP
using	VBG	B-VP
different	JJ	B-NP
colored	JJ	I-NP
furs	NNS	I-NP
.	.	O

Next	JJ	B-ADVP
he	PRP	B-NP
will	MD	B-VP
be	VB	I-VP
testing	NN	I-VP
pictured	VBD	B-NP
embroidery	NN	I-NP
-LRB-	(	O
called	VBN	B-VP
kalega	NN	B-NP
-RRB-	)	O
made	VBN	B-VP
in	IN	B-PP
the	DT	B-NP
Far	NNP	I-NP
East	NNP	I-NP
.	.	O

He	PRP	B-NP
plans	VBZ	B-VP
to	TO	I-VP
attach	VB	I-VP
the	DT	B-NP
embroidery	NN	I-NP
to	TO	B-PP
the	DT	B-NP
backs	NNS	I-NP
of	IN	B-PP
mink	NN	B-NP
coats	NNS	I-NP
and	CC	I-NP
jackets	NNS	I-NP
.	.	O

Besides	IN	B-PP
adding	VBG	B-VP
to	TO	B-PP
sales	NNS	B-NP
,	,	O
leathers	NNS	B-NP
also	RB	B-ADVP
attract	VBP	B-VP
retailers	NNS	B-NP
who	WP	B-NP
may	MD	B-VP
buy	VB	I-VP
furs	NNS	B-NP
later	RB	B-ADVP
,	,	O
he	PRP	B-NP
adds	VBZ	B-VP
.	.	O

Other	JJ	B-NP
furriers	NNS	I-NP
have	VBP	B-VP
also	RB	I-VP
benefited	VBN	I-VP
from	IN	B-PP
leathers	NNS	B-NP
.	.	O

Seymour	NNP	B-NP
Schreibman	NNP	I-NP
,	,	O
the	DT	B-NP
65-year-old	JJ	I-NP
owner	NN	I-NP
of	IN	B-PP
Schreibman	NNP	B-NP
Raphael	NNP	I-NP
Furs	NNP	I-NP
Inc.	NNP	I-NP
,	,	O
treats	VBZ	B-VP
the	DT	B-NP
reverse	NN	I-NP
side	NN	I-NP
of	IN	B-PP
a	DT	B-NP
Persian	NNP	I-NP
lambskin	NN	I-NP
to	TO	B-VP
produce	VB	I-VP
a	DT	B-NP
reversible	JJ	I-NP
fur-and-leather	JJ	I-NP
garment	NN	I-NP
.	.	O

He	PRP	B-NP
says	VBZ	B-VP
it	PRP	B-NP
accounts	VBZ	B-VP
for	IN	B-PP
25	CD	B-NP
%	NN	I-NP
of	IN	B-PP
total	JJ	B-NP
sales	NNS	I-NP
.	.	O

Mr.	NNP	B-NP
Rosen	NNP	I-NP
is	VBZ	B-VP
also	RB	I-VP
pushing	VBG	I-VP
retail	JJ	B-NP
sales	NNS	I-NP
.	.	O

This	DT	B-NP
year	NN	I-NP
he	PRP	B-NP
bought	VBD	B-VP
two	CD	B-NP
stores	NNS	I-NP
,	,	O
one	CD	B-NP
in	IN	B-PP
Brooklyn	NNP	B-NP
and	CC	O
one	CD	B-NP
in	IN	B-PP
Queens	NNP	B-NP
.	.	O

Other	JJ	B-NP
furriers	NNS	I-NP
have	VBP	B-VP
also	RB	I-VP
placed	VBN	I-VP
more	JJR	B-NP
weight	NN	I-NP
on	IN	B-PP
retailing	NN	B-NP
.	.	O

Golden	NNP	B-NP
Feldman	NNP	I-NP
Furs	NNP	I-NP
Inc.	NNP	I-NP
began	VBD	B-VP
retailing	NN	I-VP
aggressively	RB	B-ADVP
eight	CD	B-NP
years	NNS	I-NP
ago	RB	B-ADVP
,	,	O
and	CC	O
now	RB	B-ADVP
retail	JJ	B-NP
sales	NNS	I-NP
account	NN	B-VP
for	IN	B-PP
about	IN	B-NP
20	CD	I-NP
%	NN	I-NP
of	IN	B-PP
gross	JJ	B-NP
income	NN	I-NP
.	.	O

In	IN	B-PP
other	JJ	B-NP
moves	NNS	I-NP
,	,	O
Mr.	NNP	B-NP
Rosen	NNP	I-NP
says	VBZ	B-VP
he	PRP	B-NP
bought	VBD	B-VP
a	DT	B-NP
truck	NN	I-NP
three	CD	B-NP
years	NNS	I-NP
ago	RB	B-ADVP
to	TO	B-VP
reach	VB	I-VP
more	JJR	B-NP
retailers	NNS	I-NP
.	.	O

Since	IN	B-PP
then	RB	B-NP
he	PRP	B-NP
has	VBZ	B-VP
expanded	VBN	I-VP
his	PRP$	B-NP
fleet	NN	I-NP
and	CC	O
can	MD	B-VP
now	RB	I-VP
bring	VB	I-VP
his	PRP$	B-NP
furs	NNS	I-NP
to	TO	B-PP
the	DT	B-NP
front	NN	I-NP
door	NN	I-NP
of	IN	B-PP
retailers	NNS	B-NP
as	IN	B-ADJP
far	RB	I-ADJP
away	RB	I-ADJP
as	IN	B-PP
the	DT	B-NP
Midwest	NNP	I-NP
.	.	O

Small	JJ	B-NP
retailers	NNS	I-NP
who	WP	B-NP
ca	MD	B-VP
n't	RB	I-VP
afford	VB	I-VP
to	TO	I-VP
travel	VB	I-VP
to	TO	B-PP
his	PRP$	B-NP
New	NNP	I-NP
York	NNP	I-NP
showroom	NN	I-NP
have	VBP	B-VP
become	VBN	I-VP
fair	JJ	B-NP
game	NN	I-NP
.	.	O

Such	JJ	B-NP
moves	NNS	I-NP
have	VBP	B-VP
helped	VBN	I-VP
Mr.	NNP	B-NP
Rosen	NNP	I-NP
weather	NN	B-VP
the	DT	B-NP
industry	NN	I-NP
slump	NN	I-NP
of	IN	B-PP
recent	JJ	B-NP
years	NNS	I-NP
.	.	O

The	DT	B-NP
industry	NN	I-NP
enjoyed	VBD	B-VP
six	CD	B-NP
prosperous	JJ	I-NP
years	NNS	I-NP
beginning	VBG	B-PP
in	IN	B-PP
1980	CD	B-NP
,	,	O
but	CC	O
since	IN	B-PP
1986	CD	B-NP
sales	NNS	B-NP
have	NN	B-VP
languished	VBN	I-VP
at	IN	B-PP
their	PRP$	B-NP
$	$	I-NP
1.8	CD	I-NP
billion	CD	I-NP
peak	NN	I-NP
.	.	O

Large	JJ	B-NP
furriers	NNS	I-NP
such	JJ	B-PP
as	IN	I-PP
Antonovich	NNP	B-NP
Inc.	NNP	I-NP
,	,	O
Fur	NNP	B-NP
Vault	NNP	I-NP
Inc.	NNP	I-NP
and	CC	O
Evans	NNP	B-NP
Inc.	NNP	I-NP
all	DT	O
reported	VBD	B-VP
losses	NNS	B-NP
in	IN	B-PP
their	PRP$	B-NP
latest	JJS	I-NP
fiscal	JJ	I-NP
years	NNS	I-NP
.	.	O

Aftereffects	NNS	B-NP
of	IN	B-PP
the	DT	B-NP
1987	CD	I-NP
stock	NN	I-NP
market	NN	I-NP
crash	NN	I-NP
head	NN	B-VP
the	DT	B-NP
list	NN	I-NP
of	IN	B-PP
reasons	NNS	B-NP
.	.	O

In	IN	B-PP
addition	NN	B-NP
,	,	O
competition	NN	B-NP
has	VBZ	B-VP
glutted	VBN	I-VP
the	DT	B-NP
market	NN	I-NP
with	IN	B-PP
both	DT	B-NP
skins	NNS	I-NP
and	CC	I-NP
coats	NNS	I-NP
,	,	O
driving	VBG	B-VP
prices	NNS	B-NP
down	RB	B-ADVP
.	.	O

The	DT	B-NP
animal-rights	NNS	I-NP
movement	NN	I-NP
has	VBZ	B-VP
n't	RB	I-VP
helped	VBN	I-VP
sales	NNS	B-NP
.	.	O

Warm	JJ	B-NP
winters	NNS	I-NP
over	IN	B-PP
the	DT	B-NP
past	JJ	I-NP
two	CD	I-NP
years	NNS	I-NP
have	VBP	B-VP
trimmed	VBN	I-VP
demand	NN	B-NP
,	,	O
too	RB	B-ADVP
,	,	O
furriers	NNS	B-NP
complain	VBP	B-VP
.	.	O

And	CC	O
those	DT	B-NP
who	WP	B-NP
did	VBD	B-VP
n't	RB	I-VP
move	VB	I-VP
some	DT	B-NP
production	NN	I-NP
overseas	JJ	B-ADVP
suffer	VB	B-VP
labor	NN	B-NP
shortages	NNS	I-NP
.	.	O

``	``	O
The	DT	B-NP
intensive	JJ	I-NP
labor	NN	I-NP
needed	VBN	B-VP
to	TO	B-VP
manufacture	VB	I-VP
furs	NNS	B-NP
-LCB-	(	O
in	IN	B-PP
the	DT	B-NP
U.S.	NNP	I-NP
.	.	O
-RCB-	)	O
is	VBZ	B-VP
not	RB	O
as	RB	B-ADJP
available	JJ	I-ADJP
as	IN	B-SBAR
it	PRP	B-NP
was	VBD	B-VP
,	,	O
''	''	O
says	VBZ	B-VP
Mr.	NNP	B-NP
Schreibman	NNP	I-NP
,	,	O
who	WP	B-NP
is	VBZ	B-VP
starting	VBG	I-VP
overseas	JJ	B-NP
production	NN	I-NP
.	.	O

But	CC	O
even	RB	B-NP
those	DT	I-NP
who	WP	B-NP
have	VBP	B-VP
found	VBN	I-VP
a	DT	B-NP
way	NN	I-NP
to	TO	B-VP
cope	VB	I-VP
with	IN	B-PP
the	DT	B-NP
imports	NNS	I-NP
and	CC	O
the	DT	B-NP
slump	NN	I-NP
,	,	O
fear	NN	B-VP
that	IN	B-SBAR
furs	NNS	B-NP
are	VBP	B-VP
losing	VBG	I-VP
part	NN	B-NP
of	IN	B-PP
their	PRP$	B-NP
allure	NN	I-NP
.	.	O

``	``	O
People	NNS	B-NP
are	VBP	B-VP
promoting	VBG	I-VP
furs	NNS	B-NP
in	IN	B-PP
various	JJ	B-NP
ways	NNS	I-NP
and	CC	O
taking	VBG	B-VP
the	DT	B-NP
glamour	NN	I-NP
out	IN	B-ADVP
of	IN	B-PP
the	DT	B-NP
fur	NN	I-NP
business	NN	I-NP
,	,	O
''	''	O
says	VBZ	B-VP
Stephen	NNP	B-NP
Sanders	NNP	I-NP
,	,	O
divisional	JJ	B-NP
merchandise	NN	I-NP
manager	NN	I-NP
for	IN	B-PP
Marshall	NNP	B-NP
Field	NNP	I-NP
's	POS	B-NP
department	NN	I-NP
store	NN	I-NP
in	IN	B-PP
Chicago	NNP	B-NP
.	.	O

``	``	O
You	PRP	B-NP
ca	MD	B-VP
n't	RB	I-VP
make	VB	I-VP
a	DT	B-NP
commodity	NN	I-NP
out	IN	B-ADVP
of	IN	B-PP
a	DT	B-NP
luxury	NN	I-NP
,	,	O
''	''	O
insists	VBZ	B-VP
Mr.	NNP	B-NP
Purnick	NNP	I-NP
,	,	O
the	DT	B-NP
New	NNP	I-NP
York	NNP	I-NP
furrier	NN	I-NP
.	.	O

He	PRP	B-NP
contends	VBZ	B-VP
that	IN	B-SBAR
chasing	VBG	B-VP
consumers	NNS	B-NP
with	IN	B-PP
low-priced	JJ	B-NP
imports	NNS	I-NP
will	MD	B-VP
harm	VB	I-VP
the	DT	B-NP
industry	NN	I-NP
in	IN	B-PP
the	DT	B-NP
long	JJ	I-NP
run	NN	I-NP
by	IN	B-PP
reducing	VBG	B-VP
the	DT	B-NP
prestige	NN	I-NP
of	IN	B-PP
furs	NNS	B-NP
.	.	O

But	CC	O
Mr.	NNP	B-NP
Rosen	NNP	I-NP
responds	VBZ	B-VP
:	:	O
``	``	O
Whatever	WDT	B-NP
people	NNS	B-NP
want	VBP	B-VP
to	TO	I-VP
buy	VB	I-VP
,	,	O
I	PRP	B-NP
'll	MD	B-VP
sell	VB	I-VP
.	.	O

The	DT	B-NP
name	NN	I-NP
of	IN	B-PP
the	DT	B-NP
game	NN	I-NP
is	VBZ	B-VP
to	TO	B-VP
move	VB	I-VP
goods	NNS	B-NP
.	.	O

Four	CD	B-NP
workers	NNS	I-NP
at	IN	B-PP
GTE	NNP	B-NP
Corp.	NNP	I-NP
's	POS	B-NP
headquarters	NN	I-NP
have	VBP	B-VP
been	VBN	I-VP
diagnosed	VBN	I-VP
as	IN	B-PP
having	VBG	B-VP
hepatitis	NN	B-NP
,	,	O
and	CC	O
city	NN	B-NP
health	NN	I-NP
officials	NNS	I-NP
are	VBP	B-VP
investigating	VBG	I-VP
whether	IN	B-SBAR
a	DT	B-NP
cafeteria	NN	I-NP
worker	NN	I-NP
may	MD	B-VP
have	VB	I-VP
exposed	VBN	I-VP
hundreds	NNS	B-NP
of	IN	B-PP
other	JJ	B-NP
GTE	NNP	I-NP
employees	NNS	I-NP
to	TO	B-PP
the	DT	B-NP
viral	JJ	I-NP
infection	NN	I-NP
,	,	O
company	NN	B-NP
and	CC	I-NP
city	NN	I-NP
officials	NNS	I-NP
said	VBD	B-VP
.	.	O

The	DT	B-NP
four	CD	I-NP
cases	NNS	I-NP
were	VBD	B-VP
all	DT	O
reported	VBD	B-VP
to	TO	B-PP
GTE	NNP	B-NP
's	POS	B-NP
medical	JJ	I-NP
director	NN	I-NP
and	CC	O
state	NN	B-NP
and	CC	I-NP
local	JJ	I-NP
health	NN	I-NP
authorities	NNS	I-NP
.	.	O

GTE	NNP	B-NP
shut	VBD	B-VP
down	RB	B-PRT
its	PRP$	B-NP
cafeteria	NN	I-NP
Tuesday	NNP	B-NP
afternoon	NN	I-NP
after	IN	B-SBAR
testing	NN	B-NP
determined	VBN	B-VP
that	IN	B-SBAR
at	IN	B-NP
least	JJS	I-NP
one	CD	I-NP
cafeteria	NN	I-NP
worker	NN	I-NP
employed	VBN	B-VP
by	IN	B-PP
GTE	NNP	B-NP
's	POS	B-NP
private	JJ	I-NP
food	NN	I-NP
vending	NN	I-NP
contractor	NN	I-NP
,	,	O
ARA	NNP	B-NP
Services	NNP	I-NP
Inc.	NNP	I-NP
,	,	O
was	VBD	B-VP
suffering	VBG	I-VP
from	IN	B-PP
a	DT	B-NP
strain	NN	I-NP
of	IN	B-PP
the	DT	B-NP
virus	NN	I-NP
,	,	O
officials	NNS	B-NP
said	VBD	B-VP
.	.	O

More	RBR	B-NP
than	IN	I-NP
700	CD	I-NP
people	NNS	I-NP
work	VBP	B-VP
in	IN	B-PP
the	DT	B-NP
GTE	NNP	I-NP
building	NN	I-NP
.	.	O

The	DT	B-NP
cafeteria	NN	I-NP
remains	VBZ	B-VP
closed	VBN	B-ADJP
.	.	O

Dr.	NNP	B-NP
Andrew	NNP	I-NP
McBride	NNP	I-NP
,	,	O
city	NN	B-NP
health	NN	I-NP
director	NN	I-NP
,	,	O
said	VBD	B-VP
his	PRP$	B-NP
staff	NN	I-NP
suspects	VBZ	B-VP
the	DT	B-NP
hepatitis	NN	I-NP
,	,	O
which	WDT	B-NP
can	MD	B-VP
be	VB	I-VP
highly	RB	B-ADJP
contagious	JJ	I-ADJP
,	,	O
was	VBD	B-VP
spread	NN	I-VP
by	IN	B-PP
the	DT	B-NP
cafeteria	NN	I-NP
worker	NN	I-NP
with	IN	B-PP
the	DT	B-NP
virus	NN	I-NP
.	.	O

The	DT	B-NP
exact	JJ	I-NP
strain	NN	I-NP
of	IN	B-PP
hepatitis	NN	B-NP
that	IN	B-NP
the	DT	B-NP
cafeteria	NN	I-NP
worker	NN	I-NP
contracted	VBD	B-VP
has	VBZ	B-VP
n't	RB	I-VP
been	VBN	I-VP
determined	VBN	I-VP
but	CC	O
should	MD	B-VP
be	VB	I-VP
known	VBN	I-VP
by	IN	B-PP
the	DT	B-NP
end	NN	I-NP
of	IN	B-PP
the	DT	B-NP
week	NN	I-NP
,	,	O
Dr.	NNP	B-NP
McBride	NNP	I-NP
said	VBD	B-VP
.	.	O

Hepatitis	NNP	B-NP
A	DT	I-NP
,	,	O
considered	VBD	B-VP
the	DT	B-NP
least	JJS	I-NP
dangerous	JJ	I-NP
strain	NN	I-NP
of	IN	B-PP
the	DT	B-NP
virus	NN	I-NP
,	,	O
has	VBZ	B-VP
been	VBN	I-VP
confirmed	VBN	I-VP
in	IN	B-PP
at	IN	B-NP
least	JJS	I-NP
one	CD	I-NP
GTE	NNP	I-NP
employee	NN	I-NP
,	,	O
company	NN	B-NP
and	CC	I-NP
city	NN	I-NP
officials	NNS	I-NP
said	VBD	B-VP
.	.	O

``	``	O
From	IN	B-PP
a	DT	B-NP
public	JJ	I-NP
health	NN	I-NP
point	NN	I-NP
of	IN	B-PP
view	NN	B-NP
we	PRP	B-NP
're	VBP	B-VP
relieved	VBN	B-ADJP
because	IN	B-SBAR
hepatitis	NN	B-NP
A	NNP	I-NP
is	VBZ	B-VP
rarely	RB	B-ADVP
life-threatening	JJ	B-ADJP
,	,	O
''	''	O
said	VBD	B-VP
Dr.	NNP	B-NP
Frank	NNP	I-NP
Provato	NNP	I-NP
,	,	O
GTE	NNP	B-NP
's	POS	B-NP
medical	JJ	I-NP
director	NN	I-NP
.	.	O

``	``	O
It	PRP	B-NP
's	VBZ	B-VP
a	DT	B-NP
double-edged	JJ	I-NP
sword	NN	I-NP
though	RB	B-ADVP
,	,	O
because	IN	B-SBAR
it	PRP	B-NP
is	VBZ	B-VP
also	RB	B-ADVP
the	DT	B-NP
most	RBS	I-NP
contagious	JJ	I-NP
kind	NN	I-NP
of	IN	B-PP
hepatitis	NN	B-NP
.	.	O
''	''	O

GTE	NNP	B-NP
officials	NNS	I-NP
began	VBD	B-VP
posting	VBG	I-VP
warning	NN	B-NP
notices	NNS	I-NP
about	IN	B-PP
the	DT	B-NP
potential	JJ	I-NP
threat	NN	I-NP
to	TO	B-PP
exposure	NN	B-NP
Wednesday	NNP	B-NP
morning	NN	I-NP
at	IN	B-PP
various	JJ	B-NP
places	NNS	I-NP
at	IN	B-PP
the	DT	B-NP
company	NN	I-NP
,	,	O
said	VBD	B-VP
GTE	NNP	B-NP
spokesman	NN	I-NP
Thomas	NNP	I-NP
Mattausch	NNP	I-NP
.	.	O

The	DT	B-NP
company	NN	I-NP
has	VBZ	B-VP
begun	VBN	I-VP
offering	NN	I-VP
shots	NNS	B-NP
of	IN	B-PP
gamma	NN	B-NP
globulin	NN	I-NP
,	,	O
which	WDT	B-NP
will	MD	B-VP
diminish	VB	I-VP
the	DT	B-NP
flu-like	JJ	I-NP
symptoms	NNS	I-NP
of	IN	B-PP
hepatitis	NN	B-NP
A	DT	I-NP
,	,	O
in	IN	B-PP
anyone	NN	B-NP
who	WP	B-NP
has	VBZ	B-VP
contracted	VBN	I-VP
the	DT	B-NP
disease	NN	I-NP
,	,	O
Mr.	NNP	B-NP
Mattausch	NNP	I-NP
said	VBD	B-VP
.	.	O

``	``	O
We	PRP	B-NP
're	VBP	B-VP
strongly	RB	I-VP
recommending	VBG	I-VP
that	DT	B-SBAR
anyone	NN	B-NP
who	WP	B-NP
has	VBZ	B-VP
eaten	VBN	I-VP
in	IN	B-PP
the	DT	B-NP
cafeteria	NN	I-NP
this	DT	B-NP
month	NN	I-NP
have	VBP	B-VP
the	DT	B-NP
shot	NN	I-NP
,	,	O
''	''	O
Mr.	NNP	B-NP
Mattausch	NNP	I-NP
added	VBD	B-VP
,	,	O
``	``	O
and	CC	O
that	DT	B-NP
means	VBZ	B-VP
virtually	JJ	B-NP
everyone	NN	I-NP
who	WP	B-NP
works	VBZ	B-VP
here	RB	B-ADVP
.	.	O

I	PRP	B-NP
was	VBD	B-VP
appalled	VBN	I-VP
to	TO	B-VP
read	VB	I-VP
the	DT	B-NP
misstatements	NNS	I-NP
of	IN	B-PP
facts	NNS	B-NP
in	IN	B-PP
your	PRP$	B-NP
Oct.	NNP	I-NP
13	CD	I-NP
editorial	NN	I-NP
``	``	O
Colombia	NNP	B-NP
's	POS	B-NP
Brave	NNP	I-NP
Publisher	NNP	I-NP
.	.	O
''	''	O

It	PRP	B-NP
is	VBZ	B-VP
the	DT	B-NP
right-wing	JJ	I-NP
guerrillas	NNS	I-NP
who	WP	B-NP
are	VBP	B-VP
aligned	VBN	I-VP
with	IN	B-PP
the	DT	B-NP
drug	NN	I-NP
traffickers	NNS	I-NP
,	,	O
not	RB	O
the	DT	B-NP
left	VBN	I-NP
wing	NN	I-NP
.	.	O

This	DT	B-NP
information	NN	I-NP
was	VBD	B-VP
gleaned	VBN	I-VP
from	IN	B-PP
your	PRP$	B-NP
own	JJ	I-NP
news	NN	I-NP
stories	NNS	I-NP
on	IN	B-PP
the	DT	B-NP
region	NN	I-NP
.	.	O

Past	JJ	B-NP
Colombian	JJ	I-NP
government	NN	I-NP
tolerance	NN	I-NP
of	IN	B-PP
the	DT	B-NP
``	``	I-NP
narcotraficantes	FW	I-NP
''	''	O
was	VBD	B-VP
due	JJ	B-ADJP
to	TO	B-PP
the	DT	B-NP
drug	NN	I-NP
lords	NNS	I-NP
'	POS	B-NP
history	NN	I-NP
of	IN	B-PP
wiping	VBG	B-VP
out	RP	B-PRT
leftists	NNS	B-NP
in	IN	B-PP
the	DT	B-NP
hinterlands	NNS	I-NP
.	.	O

Mary	NNP	B-NP
Poulin	NNP	I-NP
Palo	NNP	B-NP
Alto	NNP	I-NP
,	,	O
Calif.	NNP	B-NP

I	PRP	B-NP
suggest	VBP	B-VP
that	IN	B-SBAR
The	DT	B-NP
