to	TO	B-VP	I-NP
defend	VB	I-VP	I-NP
the	DT	B-NP	I-NP
pound	NN	I-NP	I-NP
,	,	O	I-NP
economists	NNS	B-NP	I-NP
and	CC	O	I-NP
foreign	JJ	B-NP	I-NP
exchange	NN	I-NP	I-NP
market	NN	I-NP	I-NP
analysts	NNS	I-NP	I-NP
say	VBP	B-VP	I-NP
.	.	O	I-NP
``	``	O	I-NP
The	DT	B-NP	I-NP
risks	NNS	I-NP	I-NP
for	IN	B-PP	O
sterling	NN	B-NP	B-NP
of	IN	B-PP	O
a	DT	B-NP	B-NP
bad	JJ	I-NP	I-NP
trade	NN	I-NP	I-NP
figure	NN	I-NP	I-NP
are	VBP	B-VP	I-NP
very	RB	B-ADVP	I-NP
heavily	RB	I-ADVP	I-NP
on	IN	B-PP	O
the	DT	B-NP	B-NP
down	JJ	I-NP	I-NP
side	NN	I-NP	I-NP
,	,	O	I-NP
''	''	O	I-NP
said	VBD	B-VP	O
Chris	NNP	B-NP	B-NP
Dillow	NNP	I-NP	I-NP
,	,	O	I-NP
senior	JJ	B-NP	I-NP
U.K.	NNP	I-NP	I-NP
economist	NN	I-NP	I-NP
at	IN	B-PP	O
Nomura	NNP	B-NP	B-NP
Research	NNP	I-NP	I-NP
Institute	NNP	I-NP	I-NP
.	.	O	I-NP
``	``	O	I-NP
If	IN	B-SBAR	O
there	EX	B-NP	B-NP
is	VBZ	B-VP	I-NP
another	DT	B-NP	I-NP
bad	JJ	I-NP	I-NP
trade	NN	I-NP	I-NP
number	NN	I-NP	I-NP
,	,	O	I-NP
there	EX	B-NP	I-NP
could	MD	B-VP	I-NP
be	VB	I-VP	I-NP
an	DT	B-NP	I-NP
awful	JJ	I-NP	I-NP
lot	NN	I-NP	I-NP
of	IN	B-PP	O
pressure	NN	B-NP	B-NP
,	,	O	I-NP
''	''	O	I-NP
noted	VBD	B-VP	O
Simon	NNP	B-NP	B-NP
Briscoe	NNP	I-NP	I-NP
,	,	O	I-NP
U.K.	NNP	B-NP	I-NP
economist	NN	I-NP	I-NP
for	IN	B-PP	O
Midland	NNP	B-NP	B-NP
Montagu	NNP	I-NP	I-NP
,	,	O	I-NP
a	DT	B-NP	I-NP
unit	NN	I-NP	I-NP
of	IN	B-PP	O
Midland	NNP	B-NP	B-NP
Bank	NNP	I-NP	I-NP
PLC	NNP	I-NP	I-NP
.	.	O	I-NP
Forecasts	NNS	B-NP	I-NP
for	IN	B-PP	O
the	DT	B-NP	B-NP
trade	NN	I-NP	I-NP
figures	NNS	I-NP	I-NP
range	VBP	B-VP	I-NP
widely	RB	B-ADVP	I-NP
,	,	O	I-NP
but	CC	O	I-NP
few	JJ	B-NP	I-NP
economists	NNS	I-NP	I-NP
expect	VBP	B-VP	I-NP
the	DT	B-NP	I-NP
data	NNS	I-NP	I-NP
to	TO	B-VP	I-NP
show	VB	I-VP	I-NP
a	DT	B-NP	I-NP
very	RB	I-NP	I-NP
marked	VBN	I-NP	I-NP
improvement	NN	I-NP	I-NP
from	IN	B-PP	O
the	DT	O	B-NP
#	#	O	I-NP
2	CD	O	I-NP
billion	CD	O	I-NP
-LRB-	(	O	I-NP
$	$	B-ADJP	I-NP
3.2	CD	O	I-NP
billion	CD	O	I-NP
-RRB-	)	O	I-NP
deficit	NN	B-NP	I-NP
in	IN	B-PP	O
the	DT	B-NP	B-NP
current	JJ	I-NP	I-NP
account	NN	I-NP	I-NP
reported	VBD	B-VP	O
for	IN	B-PP	O
August	NNP	B-NP	B-NP
.	.	O	I-NP
The	DT	B-NP	I-NP
August	NNP	I-NP	I-NP
deficit	NN	I-NP	I-NP
and	CC	O	I-NP
the	DT	B-NP	I-NP
#	#	I-NP	I-NP
2.2	CD	I-NP	I-NP
billion	CD	I-NP	I-NP
gap	NN	I-NP	I-NP
registered	VBN	B-VP	I-NP
in	IN	B-PP	O
July	NNP	B-NP	B-NP
are	VBP	B-VP	I-NP
topped	VBN	I-VP	I-NP
only	RB	B-ADVP	I-NP
by	IN	B-PP	O
the	DT	B-NP	B-NP
#	#	I-NP	I-NP
2.3	CD	I-NP	I-NP
billion	CD	I-NP	I-NP
deficit	NN	I-NP	I-NP
of	IN	B-PP	O
October	NNP	B-NP	B-NP
1988	CD	I-NP	I-NP
.	.	O	I-NP
Sanjay	NNP	B-NP	I-NP
Joshi	NNP	I-NP	I-NP
,	,	O	I-NP
European	JJ	B-NP	I-NP
economist	NN	I-NP	I-NP
at	IN	B-PP	O
Baring	NNP	B-NP	B-NP
Brothers	NNPS	I-NP	I-NP
&	CC	I-NP	I-NP
Co.	NNP	I-NP	I-NP
,	,	O	I-NP
said	VBD	B-VP	O
there	EX	B-NP	B-NP
is	VBZ	B-VP	I-NP
no	DT	B-NP	I-NP
sign	NN	I-NP	I-NP
that	IN	B-SBAR	O
Britain	NNP	B-NP	B-NP
's	POS	B-NP	I-NP
manufacturing	NN	I-NP	I-NP
industry	NN	I-NP	I-NP
is	VBZ	B-VP	I-NP
transforming	VBG	I-VP	I-NP
itself	PRP	B-NP	I-NP
to	TO	B-VP	I-NP
boost	VB	I-VP	I-NP
exports	NNS	B-NP	I-NP
.	.	O	I-NP
At	IN	B-PP	O
the	DT	B-NP	B-NP
same	JJ	I-NP	I-NP
time	NN	I-NP	I-NP
,	,	O	I-NP
he	PRP	B-NP	I-NP
remains	VBZ	B-VP	I-NP
fairly	RB	B-ADJP	I-NP
pessimistic	JJ	I-ADJP	I-NP
about	IN	B-PP	O
the	DT	B-NP	B-NP
outlook	NN	I-NP	I-NP
for	IN	B-PP	O
imports	NNS	B-NP	B-NP
,	,	O	I-NP
given	VBN	B-PP	I-NP
continued	VBD	B-NP	O
high	JJ	I-NP	B-NP
consumer	NN	I-NP	I-NP
and	CC	I-NP	I-NP
capital	NN	I-NP	I-NP
goods	NNS	I-NP	I-NP
inflows	NNS	I-NP	I-NP
.	.	O	I-NP
He	PRP	B-NP	I-NP
reckons	VBZ	B-VP	I-NP
the	DT	B-NP	I-NP
current	JJ	I-NP	I-NP
account	NN	I-NP	I-NP
deficit	NN	I-NP	I-NP
will	MD	B-VP	I-NP
narrow	VB	I-VP	I-NP
to	TO	B-PP	I-NP
only	RB	B-NP	I-NP
#	#	I-NP	I-NP
1.8	CD	I-NP	I-NP
billion	CD	I-NP	I-NP
in	IN	B-PP	O
September	NNP	B-NP	B-NP
.	.	O	I-NP
However	RB	B-ADVP	I-NP
,	,	O	I-NP
Mr.	NNP	B-NP	I-NP
Dillow	NNP	I-NP	I-NP
said	VBD	B-VP	O
he	PRP	B-NP	B-NP
believes	VBZ	B-VP	I-NP
that	IN	B-SBAR	O
a	DT	B-NP	B-NP
reduction	NN	I-NP	I-NP
in	IN	B-PP	O
raw	JJ	B-NP	B-NP
material	NN	I-NP	I-NP
stockbuilding	VBG	I-NP	I-NP
by	IN	B-PP	O
industry	NN	B-NP	B-NP
could	MD	B-VP	I-NP
lead	VB	I-VP	I-NP
to	TO	B-PP	I-NP
a	DT	B-NP	I-NP
sharp	JJ	I-NP	I-NP
drop	NN	I-NP	I-NP
in	IN	B-PP	O
imports	NNS	B-NP	B-NP
.	.	O	I-NP
Combined	VBN	B-PP	I-NP
with	IN	B-PP	O
at	IN	B-ADVP	O
least	JJS	I-ADVP	B-NP
some	DT	B-NP	I-NP
rebound	NN	I-NP	I-NP
in	IN	B-PP	O
exports	NNS	B-NP	B-NP
after	IN	B-PP	O
August	NNP	B-NP	B-NP
's	POS	B-NP	I-NP
unexpected	JJ	I-NP	I-NP
decline	NN	I-NP	I-NP
,	,	O	I-NP
the	DT	B-NP	I-NP
deficit	NN	I-NP	I-NP
could	MD	B-VP	I-NP
narrow	VB	I-VP	I-NP
to	TO	B-PP	I-NP
as	RB	B-NP	I-NP
little	JJ	I-NP	I-NP
as	IN	I-NP	O
#	#	I-NP	B-NP
1.3	CD	I-NP	I-NP
billion	CD	I-NP	I-NP
.	.	O	I-NP
Mr.	NNP	B-NP	I-NP
Briscoe	NNP	I-NP	I-NP
,	,	O	I-NP
who	WP	B-NP	I-NP
also	RB	B-ADVP	I-NP
forecasts	VBZ	B-VP	I-NP
a	DT	B-NP	I-NP
#	#	I-NP	I-NP
1.3	CD	I-NP	I-NP
billion	CD	I-NP	I-NP
current	JJ	I-NP	I-NP
account	NN	I-NP	I-NP
gap	NN	I-NP	I-NP
,	,	O	I-NP
warns	VBZ	B-VP	I-NP
that	IN	B-SBAR	O
even	RB	B-SBAR	B-NP
if	IN	I-SBAR	O
the	DT	B-NP	B-NP
trade	NN	I-NP	I-NP
figures	NNS	I-NP	I-NP
are	VBP	B-VP	I-NP
bullish	JJ	B-ADJP	I-NP
for	IN	B-PP	O
sterling	NN	B-NP	B-NP
,	,	O	I-NP
the	DT	B-NP	I-NP
currency	NN	I-NP	I-NP
wo	MD	B-VP	I-NP
n't	RB	I-VP	I-NP
advance	VB	I-VP	I-NP
much	JJ	B-NP	I-NP
because	IN	B-SBAR	O
investors	NNS	B-NP	B-NP
will	MD	B-VP	I-NP
want	VB	I-VP	I-NP
to	TO	I-VP	I-NP
see	VB	I-VP	I-NP
further	JJ	B-NP	I-NP
evidence	NN	I-NP	I-NP
of	IN	B-PP	O
the	DT	B-NP	B-NP
turnaround	NN	I-NP	I-NP
before	IN	B-PP	O
adjusting	VBG	B-VP	B-NP
positions	NNS	B-NP	I-NP
.	.	O	I-NP
Nevertheless	RB	B-ADVP	I-NP
,	,	O	I-NP
he	PRP	B-NP	I-NP
noted	VBD	B-VP	O
,	,	O	B-NP
``	``	O	I-NP
No	DT	B-NP	I-NP
one	PRP	I-NP	I-NP
will	MD	B-VP	I-NP
want	VB	I-VP	I-NP
to	TO	I-VP	I-NP
go	VB	I-VP	I-NP
into	IN	B-PP	O
the	DT	B-NP	B-NP
trade	NN	I-NP	I-NP
figures	NNS	I-NP	I-NP
without	IN	B-PP	O
a	DT	B-NP	B-NP
flat	JJ	I-NP	I-NP
position	NN	I-NP	I-NP
''	''	O	I-NP
in	IN	B-PP	O
the	DT	B-NP	B-NP
pound	NN	I-NP	I-NP
.	.	O	I-NP
Meanwhile	RB	B-ADVP	I-NP
,	,	O	I-NP
overall	JJ	B-NP	I-NP
evidence	NN	I-NP	I-NP
on	IN	B-PP	O
the	DT	B-NP	B-NP
economy	NN	I-NP	I-NP
remains	VBZ	B-VP	I-NP
fairly	RB	B-ADJP	I-NP
clouded	VBN	I-ADJP	I-NP
.	.	O	I-NP
In	IN	B-PP	O
his	PRP$	B-NP	B-NP
Mansion	NNP	I-NP	I-NP
House	NNP	I-NP	I-NP
speech	NN	I-NP	I-NP
,	,	O	I-NP
Mr.	NNP	B-NP	I-NP
Lawson	NNP	I-NP	I-NP
warned	VBD	B-VP	O
that	IN	B-SBAR	O
a	DT	B-NP	B-NP
further	JJ	I-NP	I-NP
slowdown	NN	I-NP	I-NP
can	MD	B-VP	I-NP
be	VB	I-VP	I-NP
expected	VBN	I-VP	I-NP
as	IN	B-SBAR	O
the	DT	B-NP	B-NP
impact	NN	I-NP	I-NP
of	IN	B-PP	O
the	DT	B-NP	B-NP
last	JJ	I-NP	I-NP
rise	NN	I-NP	I-NP
in	IN	B-PP	O
interest	NN	B-NP	B-NP
rates	NNS	I-NP	I-NP
earlier	RBR	B-NP	I-NP
this	DT	I-NP	I-NP
month	NN	I-NP	I-NP
takes	VBZ	B-VP	I-NP
effect	NN	B-NP	I-NP
.	.	O	I-NP
U.K.	JJ	B-NP	I-NP
base	NN	I-NP	I-NP
rates	NNS	I-NP	I-NP
are	VBP	B-VP	I-NP
at	IN	B-PP	O
their	PRP$	B-NP	B-NP
highest	JJS	I-NP	I-NP
level	NN	I-NP	I-NP
in	IN	B-PP	O
eight	CD	B-NP	B-NP
years	NNS	I-NP	I-NP
.	.	O	I-NP
But	CC	O	I-NP
consumer	NN	B-NP	I-NP
expenditure	NN	I-NP	I-NP
data	NNS	I-NP	I-NP
released	VBD	B-VP	O
Friday	NNP	B-NP	B-NP
do	VBP	B-VP	I-NP
n't	RB	I-VP	I-NP
suggest	VB	I-VP	I-NP
that	IN	B-SBAR	O
the	DT	B-NP	B-NP
U.K.	NNP	I-NP	I-NP
economy	NN	I-NP	I-NP
is	VBZ	B-VP	I-NP
slowing	VBG	I-VP	I-NP
that	DT	B-ADVP	I-NP
quickly	RB	I-ADVP	I-NP
.	.	O	I-NP
The	DT	B-NP	I-NP
figures	NNS	I-NP	I-NP
show	VBP	B-VP	I-NP
that	DT	O	I-NP
spending	NN	B-NP	I-NP
rose	VBD	B-VP	O
0.1	CD	B-NP	B-NP
%	NN	I-NP	I-NP
in	IN	B-PP	O
the	DT	B-NP	B-NP
third	JJ	I-NP	I-NP
quarter	NN	I-NP	I-NP
from	IN	B-PP	O
the	DT	B-NP	B-NP
second	JJ	I-NP	I-NP
quarter	NN	I-NP	I-NP
and	CC	O	I-NP
was	VBD	B-VP	O
up	IN	B-ADVP	O
3.8	CD	B-NP	B-NP
%	NN	I-NP	I-NP
from	IN	B-PP	O
a	DT	B-NP	B-NP
year	NN	I-NP	I-NP
ago	RB	B-ADVP	I-NP
.	.	O	I-NP
This	DT	B-NP	I-NP
compares	VBZ	B-VP	I-NP
with	IN	B-PP	O
a	DT	B-NP	B-NP
1.6	CD	I-NP	I-NP
%	NN	I-NP	I-NP
rise	NN	I-NP	I-NP
in	IN	B-PP	O
the	DT	B-NP	B-NP
second	NN	I-NP	I-NP
from	IN	B-PP	O
the	DT	B-NP	B-NP
first	JJ	I-NP	I-NP
quarter	NN	I-NP	I-NP
and	CC	O	I-NP
a	DT	B-NP	I-NP
5.4	CD	I-NP	I-NP
%	NN	I-NP	I-NP
increase	NN	I-NP	I-NP
from	IN	B-PP	O
the	DT	B-NP	B-NP
second	JJ	I-NP	I-NP
quarter	NN	I-NP	I-NP
of	IN	B-PP	O
1988	CD	B-NP	B-NP
.	.	O	I-NP
Mr.	NNP	B-NP	I-NP
Dillow	NNP	I-NP	I-NP
said	VBD	B-VP	O
the	DT	B-NP	B-NP
data	NNS	I-NP	I-NP
show	VBP	B-VP	I-NP
the	DT	B-NP	I-NP
economy	NN	I-NP	I-NP
``	``	O	I-NP
is	VBZ	B-VP	I-NP
still	RB	B-ADVP	I-NP
quite	RB	B-ADJP	I-NP
strong	JJ	I-ADJP	I-NP
,	,	O	I-NP
''	''	O	I-NP
but	CC	O	I-NP
suggestions	NNS	B-NP	I-NP
that	IN	B-SBAR	O
much	NN	B-NP	B-NP
of	IN	B-PP	O
the	DT	B-NP	B-NP
spending	NN	I-NP	I-NP
went	VBD	B-VP	O
on	IN	B-PP	O
services	NNS	B-NP	B-NP
rather	RB	B-PP	I-NP
than	IN	I-PP	O
consumer	NN	B-NP	B-NP
goods	NNS	I-NP	I-NP
should	MD	B-VP	I-NP
reduce	VB	I-VP	I-NP
fears	NNS	B-NP	I-NP
of	IN	B-PP	O
more	JJR	B-NP	B-NP
import	NN	I-NP	I-NP
rises	NNS	I-NP	I-NP
.	.	O	I-NP
Certainly	RB	B-ADVP	I-NP
,	,	O	I-NP
the	DT	B-NP	I-NP
chancellor	NN	I-NP	I-NP
has	VBZ	B-VP	I-NP
made	VBN	I-VP	I-NP
it	PRP	B-NP	I-NP
clear	JJ	B-ADJP	I-NP
that	IN	B-SBAR	O
he	PRP	B-NP	B-NP
is	VBZ	B-VP	I-NP
prepared	VBN	I-VP	I-NP
to	TO	I-VP	I-NP
increase	VB	I-VP	I-NP
interest	NN	B-NP	I-NP
rates	NNS	I-NP	I-NP
again	RB	B-ADVP	I-NP
if	IN	B-SBAR	O
necessary	JJ	B-ADJP	B-NP
to	TO	B-VP	I-NP
both	DT	I-VP	I-NP
ensure	VB	I-VP	I-NP
that	IN	B-SBAR	O
a	DT	B-NP	B-NP
substantial	JJ	I-NP	I-NP
slowdown	NN	I-NP	I-NP
does	VBZ	B-VP	I-NP
take	VB	I-VP	I-NP
place	NN	B-NP	I-NP
and	CC	O	I-NP
that	DT	O	I-NP
sterling	NN	B-NP	I-NP
does	VBZ	B-VP	I-NP
n't	RB	I-VP	I-NP
decline	VB	I-VP	I-NP
further	JJ	B-ADVP	I-NP
.	.	O	I-NP
Thursday	NNP	B-NP	I-NP
,	,	O	I-NP
he	PRP	B-NP	I-NP
reminded	VBD	B-VP	O
his	PRP$	B-NP	B-NP
audience	NN	I-NP	I-NP
that	IN	B-SBAR	O
the	DT	B-NP	B-NP
government	NN	I-NP	I-NP
``	``	O	I-NP
can	MD	B-VP	I-NP
not	RB	I-VP	I-NP
allow	VB	I-VP	I-NP
the	DT	B-NP	I-NP
necessary	JJ	I-NP	I-NP
rigor	NN	I-NP	I-NP
of	IN	B-PP	O
monetary	JJ	B-NP	B-NP
policy	NN	I-NP	I-NP
to	TO	B-VP	I-NP
be	VB	I-VP	I-NP
undermined	VBN	I-VP	I-NP
by	IN	B-PP	O
exchange	NN	B-NP	B-NP
rate	NN	I-NP	I-NP
weakness	NN	I-NP	I-NP
.	.	O	I-NP
''	''	O	I-NP
Analysts	NNS	B-NP	I-NP
agree	VBP	B-VP	I-NP
there	EX	B-NP	I-NP
is	VBZ	B-VP	I-NP
little	JJ	B-NP	I-NP
holding	NN	B-VP	I-NP
sterling	NN	B-NP	I-NP
firm	NN	B-ADJP	I-NP
at	IN	B-PP	O
the	DT	B-NP	B-NP
moment	NN	I-NP	I-NP
other	JJ	B-ADJP	I-NP
than	IN	B-PP	O
Mr.	NNP	B-NP	B-NP
Lawson	NNP	I-NP	I-NP
's	POS	B-NP	I-NP
promise	NN	I-NP	I-NP
that	IN	B-SBAR	O
rates	NNS	B-NP	B-NP
will	MD	B-VP	I-NP
be	VB	I-VP	I-NP
pushed	VBN	I-VP	I-NP
higher	JJR	B-ADJP	I-NP
if	IN	B-SBAR	O
necessary	JJ	B-ADJP	B-NP
.	.	O	I-NP
And	CC	O	I-NP
,	,	O	I-NP
they	PRP	B-NP	I-NP
warn	VBP	B-VP	I-NP
,	,	O	I-NP
any	DT	B-NP	I-NP
further	JJ	I-NP	I-NP
drop	NN	I-NP	I-NP
in	IN	B-PP	O
the	DT	B-NP	B-NP
government	NN	I-NP	I-NP
's	POS	B-NP	I-NP
popularity	NN	I-NP	I-NP
could	MD	B-VP	I-NP
swiftly	RB	I-VP	I-NP
make	VB	I-VP	I-NP
this	DT	B-NP	I-NP
promise	NN	I-NP	I-NP
sound	NN	B-VP	I-NP
hollow	JJ	B-ADJP	I-NP
.	.	O	I-NP
Sterling	NNP	B-NP	I-NP
was	VBD	B-VP	O
already	RB	I-VP	B-NP
showing	VBG	I-VP	I-NP
some	DT	B-NP	I-NP
signs	NNS	I-NP	I-NP
of	IN	B-PP	O
a	DT	B-NP	B-NP
lack	NN	I-NP	I-NP
of	IN	B-PP	O
confidence	NN	B-NP	B-NP
in	IN	B-PP	O
Mr.	NNP	B-NP	B-NP
Lawson	NNP	I-NP	I-NP
's	POS	B-NP	I-NP
promise	NN	I-NP	I-NP
Friday	NNP	B-NP	I-NP
.	.	O	I-NP
In	IN	B-PP	O
European	JJ	B-NP	B-NP
trading	NN	I-NP	I-NP
it	PRP	B-NP	I-NP
declined	VBD	B-VP	O
to	TO	B-PP	B-NP
$	$	B-NP	I-NP
1.5890	CD	I-NP	I-NP
and	CC	O	I-NP
2.9495	CD	B-NP	I-NP
marks	NNS	I-NP	I-NP
from	IN	B-PP	O
$	$	B-NP	B-NP
1.5940	CD	I-NP	I-NP
and	CC	O	I-NP
2.9429	CD	B-NP	I-NP
marks	NNS	I-NP	I-NP
late	JJ	B-NP	I-NP
Thursday	NNP	I-NP	I-NP
.	.	O	I-NP
Economists	NNS	B-NP	I-NP
suggested	VBD	B-VP	O
that	IN	B-SBAR	O
if	IN	B-SBAR	O
the	DT	B-NP	B-NP
pound	NN	I-NP	I-NP
falls	VBZ	B-VP	I-NP
much	JJ	B-NP	I-NP
below	IN	B-PP	O
2.90	CD	B-NP	B-NP
marks	NNS	I-NP	I-NP
,	,	O	I-NP
the	DT	B-NP	I-NP
government	NN	I-NP	I-NP
will	MD	B-VP	I-NP
be	VB	I-VP	I-NP
forced	VBN	I-VP	I-NP
to	TO	I-VP	I-NP
increase	VB	I-VP	I-NP
rates	NNS	B-NP	I-NP
to	TO	B-PP	I-NP
16	CD	B-NP	I-NP
%	NN	I-NP	I-NP
,	,	O	I-NP
both	DT	B-VP	I-NP
to	TO	I-VP	I-NP
halt	VB	B-VP	I-NP
any	DT	B-NP	I-NP
further	JJ	I-NP	I-NP
decline	NN	I-NP	I-NP
and	CC	O	I-NP
ensure	VB	B-VP	I-NP
that	IN	B-SBAR	O
the	DT	B-NP	B-NP
balance	NN	I-NP	I-NP
of	IN	B-PP	O
monetary	JJ	B-NP	B-NP
policy	NN	I-NP	I-NP
remains	VBZ	B-VP	I-NP
unchanged	JJ	B-ADJP	I-NP
.	.	O	I-NP
Friday	NNP	B-NP	I-NP
's	POS	B-NP	I-NP
Market	NNP	I-NP	I-NP
Activity	NN	I-NP	I-NP
The	DT	B-NP	I-NP
dollar	NN	I-NP	I-NP
posted	VBD	B-VP	O
gains	NNS	B-NP	B-NP
in	IN	B-PP	O
quiet	JJ	B-NP	B-NP
trading	NN	I-NP	I-NP
as	IN	B-SBAR	O
concerns	NNS	B-NP	B-NP
about	IN	B-PP	O
equities	NNS	B-NP	B-NP
abated	VBN	B-VP	I-NP
.	.	O	I-NP
Foreign	JJ	B-NP	I-NP
exchange	NN	I-NP	I-NP
dealers	NNS	I-NP	I-NP
said	VBD	B-VP	O
that	IN	B-SBAR	O
the	DT	B-NP	B-NP
currency	NN	I-NP	I-NP
market	NN	I-NP	I-NP
has	VBZ	B-VP	I-NP
begun	VBN	I-VP	I-NP
to	TO	I-VP	I-NP
distance	VB	I-VP	I-NP
itself	PRP	B-NP	I-NP
from	IN	B-PP	O
the	DT	B-NP	B-NP
volatile	JJ	I-NP	I-NP
stock	NN	I-NP	I-NP
exchange	NN	I-NP	I-NP
,	,	O	I-NP
which	WDT	B-NP	I-NP
has	VBZ	B-VP	I-NP
preoccupied	VBN	I-VP	I-NP
the	DT	B-NP	I-NP
market	NN	I-NP	I-NP
since	IN	B-PP	O
Oct.	NNP	B-NP	B-NP
13	CD	I-NP	I-NP
,	,	O	I-NP
when	WRB	B-ADVP	I-NP
the	DT	B-NP	I-NP
Dow	NNP	I-NP	I-NP
Jones	NNP	I-NP	I-NP
Industrial	NNP	I-NP	I-NP
Average	NNP	I-NP	I-NP
plunged	VBD	B-VP	O
more	JJR	B-NP	B-NP
than	IN	I-NP	O
190	CD	I-NP	B-NP
points	NNS	I-NP	I-NP
.	.	O	I-NP
Currency	NN	B-NP	I-NP
analysts	NNS	I-NP	I-NP
predict	VBP	B-VP	I-NP
that	IN	B-SBAR	O
in	IN	B-PP	O
the	DT	B-NP	B-NP
coming	VBG	I-NP	I-NP
week	NN	I-NP	I-NP
the	DT	B-NP	I-NP
foreign	JJ	I-NP	I-NP
exchange	NN	I-NP	I-NP
market	NN	I-NP	I-NP
will	MD	B-VP	I-NP
shift	VB	I-VP	I-NP
its	PRP$	B-NP	I-NP
focus	NN	I-NP	I-NP
back	RB	B-ADVP	I-NP
to	TO	B-PP	I-NP
economic	JJ	B-NP	I-NP
fundamentals	NNS	I-NP	I-NP
,	,	O	I-NP
keeping	VBG	B-VP	I-NP
a	DT	B-NP	I-NP
close	NN	I-NP	I-NP
eye	NN	I-NP	I-NP
out	IN	B-ADVP	O
for	IN	B-PP	O
any	DT	B-NP	B-NP
signs	NNS	I-NP	I-NP
of	IN	B-PP	O
monetary	JJ	B-NP	B-NP
easing	NN	I-NP	I-NP
by	IN	B-PP	O
U.S.	NNP	B-NP	B-NP
Federal	NNP	I-NP	I-NP
Reserve	NNP	I-NP	I-NP
.	.	O	I-NP
Late	RB	B-ADVP	I-NP
in	IN	B-PP	O
the	DT	B-NP	B-NP
New	NNP	I-NP	I-NP
York	NNP	I-NP	I-NP
trading	NN	I-NP	I-NP
day	NN	I-NP	I-NP
,	,	O	I-NP
the	DT	B-NP	I-NP
dollar	NN	I-NP	I-NP
was	VBD	B-VP	O
quoted	VBN	I-VP	B-NP
at	IN	B-PP	O
