House	NNP	I-NP	I-NP
speech	NN	I-NP	O
last	JJ	B-NP	O
Thursday	NNP	I-NP	B-NP
.	.	O	O
This	DT	B-NP	O
has	VBZ	B-VP	O
increased	VBN	I-VP	O
the	DT	B-NP	B-NP
risk	NN	I-NP	I-NP
of	IN	B-PP	O
the	DT	B-NP	B-NP
government	NN	I-NP	I-NP
being	VBG	B-VP	O
forced	VBN	I-VP	O
to	TO	I-VP	O
increase	VB	I-VP	O
base	NN	B-NP	O
rates	NNS	I-NP	O
to	TO	B-PP	O
16	CD	B-NP	O
%	NN	I-NP	O
from	IN	B-PP	O
their	PRP$	B-NP	O
current	JJ	I-NP	O
15	CD	I-NP	O
%	NN	I-NP	O
level	NN	I-NP	O
to	TO	B-VP	O
defend	VB	I-VP	O
the	DT	B-NP	B-NP
pound	NN	I-NP	I-NP
,	,	O	O
economists	NNS	B-NP	O
and	CC	O	O
foreign	JJ	B-NP	O
exchange	NN	I-NP	O
market	NN	I-NP	O
analysts	NNS	I-NP	O
say	VBP	B-VP	O
.	.	O	O
``	``	O	O
The	DT	B-NP	O
risks	NNS	I-NP	O
for	IN	B-PP	O
sterling	NN	B-NP	O
of	IN	B-PP	O
a	DT	B-NP	O
bad	JJ	I-NP	O
trade	NN	I-NP	O
figure	NN	I-NP	O
are	VBP	B-VP	O
very	RB	B-ADVP	O
heavily	RB	I-ADVP	O
on	IN	B-PP	O
the	DT	B-NP	O
down	JJ	I-NP	O
side	NN	I-NP	O
,	,	O	O
''	''	O	O
said	VBD	B-VP	O
Chris	NNP	B-NP	B-NP
Dillow	NNP	I-NP	I-NP
,	,	O	O
senior	JJ	B-NP	O
U.K.	NNP	I-NP	B-NP
economist	NN	I-NP	O
at	IN	B-PP	O
Nomura	NNP	B-NP	B-NP
Research	NNP	I-NP	I-NP
Institute	NNP	I-NP	I-NP
.	.	O	O
``	``	O	O
If	IN	B-SBAR	O
there	EX	B-NP	O
is	VBZ	B-VP	O
another	DT	B-NP	O
bad	JJ	I-NP	O
trade	NN	I-NP	O
number	NN	I-NP	O
,	,	O	O
there	EX	B-NP	O
could	MD	B-VP	O
be	VB	I-VP	O
an	DT	B-NP	O
awful	JJ	I-NP	O
lot	NN	I-NP	O
of	IN	B-PP	O
pressure	NN	B-NP	O
,	,	O	O
''	''	O	O
noted	VBD	B-VP	O
Simon	NNP	B-NP	B-NP
Briscoe	NNP	I-NP	I-NP
,	,	O	O
U.K.	NNP	B-NP	B-NP
economist	NN	I-NP	O
for	IN	B-PP	O
Midland	NNP	B-NP	B-NP
Montagu	NNP	I-NP	I-NP
,	,	O	O
a	DT	B-NP	B-NP
unit	NN	I-NP	I-NP
of	IN	B-PP	O
Midland	NNP	B-NP	B-NP
Bank	NNP	I-NP	I-NP
PLC	NNP	I-NP	I-NP
.	.	O	O
Forecasts	NNS	B-NP	O
for	IN	B-PP	O
the	DT	B-NP	B-NP
trade	NN	I-NP	I-NP
figures	NNS	I-NP	O
range	VBP	B-VP	O
widely	RB	B-ADVP	O
,	,	O	O
but	CC	O	O
few	JJ	B-NP	O
economists	NNS	I-NP	O
expect	VBP	B-VP	O
the	DT	B-NP	O
data	NNS	I-NP	O
to	TO	B-VP	O
show	VB	I-VP	O
a	DT	B-NP	O
very	RB	I-NP	O
marked	VBN	I-NP	O
improvement	NN	I-NP	O
from	IN	B-PP	O
the	DT	O	O
#	#	O	O
2	CD	O	O
billion	CD	O	O
-LRB-	(	O	O
$	$	B-ADJP	O
3.2	CD	O	O
billion	CD	O	O
-RRB-	)	O	O
deficit	NN	B-NP	O
in	IN	B-PP	O
the	DT	B-NP	O
current	JJ	I-NP	O
account	NN	I-NP	O
reported	VBD	B-VP	O
for	IN	B-PP	O
August	NNP	B-NP	B-NP
.	.	O	O
The	DT	B-NP	O
August	NNP	I-NP	B-NP
deficit	NN	I-NP	O
and	CC	O	O
the	DT	B-NP	O
#	#	I-NP	O
2.2	CD	I-NP	O
billion	CD	I-NP	O
gap	NN	I-NP	O
registered	VBN	B-VP	O
in	IN	B-PP	O
July	NNP	B-NP	B-NP
are	VBP	B-VP	O
topped	VBN	I-VP	O
only	RB	B-ADVP	O
by	IN	B-PP	O
the	DT	B-NP	O
#	#	I-NP	O
2.3	CD	I-NP	O
billion	CD	I-NP	O
deficit	NN	I-NP	O
of	IN	B-PP	O
October	NNP	B-NP	B-NP
1988	CD	I-NP	O
.	.	O	O
Sanjay	NNP	B-NP	B-NP
Joshi	NNP	I-NP	I-NP
,	,	O	O
European	JJ	B-NP	O
economist	NN	I-NP	O
at	IN	B-PP	O
Baring	NNP	B-NP	B-NP
Brothers	NNPS	I-NP	O
&	CC	I-NP	O
Co.	NNP	I-NP	B-NP
,	,	O	O
said	VBD	B-VP	O
there	EX	B-NP	O
is	VBZ	B-VP	O
no	DT	B-NP	B-NP
sign	NN	I-NP	I-NP
that	IN	B-SBAR	O
Britain	NNP	B-NP	B-NP
's	POS	B-NP	O
manufacturing	NN	I-NP	O
industry	NN	I-NP	O
is	VBZ	B-VP	O
transforming	VBG	I-VP	O
itself	PRP	B-NP	O
to	TO	B-VP	O
boost	VB	I-VP	O
exports	NNS	B-NP	O
.	.	O	O
At	IN	B-PP	O
the	DT	B-NP	O
same	JJ	I-NP	O
time	NN	I-NP	O
,	,	O	O
he	PRP	B-NP	O
remains	VBZ	B-VP	O
fairly	RB	B-ADJP	O
pessimistic	JJ	I-ADJP	O
about	IN	B-PP	O
the	DT	B-NP	B-NP
outlook	NN	I-NP	I-NP
for	IN	B-PP	O
imports	NNS	B-NP	O
,	,	O	O
given	VBN	B-PP	O
continued	VBD	B-NP	O
high	JJ	I-NP	O
consumer	NN	I-NP	O
and	CC	I-NP	O
capital	NN	I-NP	O
goods	NNS	I-NP	O
inflows	NNS	I-NP	O
.	.	O	O
He	PRP	B-NP	O
reckons	VBZ	B-VP	O
the	DT	B-NP	O
current	JJ	I-NP	O
account	NN	I-NP	O
deficit	NN	I-NP	O
will	MD	B-VP	O
narrow	VB	I-VP	O
to	TO	B-PP	O
only	RB	B-NP	O
#	#	I-NP	O
1.8	CD	I-NP	O
billion	CD	I-NP	O
in	IN	B-PP	O
September	NNP	B-NP	B-NP
.	.	O	O
However	RB	B-ADVP	O
,	,	O	O
Mr.	NNP	B-NP	B-NP
Dillow	NNP	I-NP	I-NP
said	VBD	B-VP	O
he	PRP	B-NP	O
believes	VBZ	B-VP	O
that	IN	B-SBAR	O
a	DT	B-NP	B-NP
reduction	NN	I-NP	I-NP
in	IN	B-PP	O
raw	JJ	B-NP	O
material	NN	I-NP	O
stockbuilding	VBG	I-NP	O
by	IN	B-PP	O
industry	NN	B-NP	O
could	MD	B-VP	O
lead	VB	I-VP	O
to	TO	B-PP	O
a	DT	B-NP	O
sharp	JJ	I-NP	O
drop	NN	I-NP	O
in	IN	B-PP	O
imports	NNS	B-NP	O
.	.	O	O
Combined	VBN	B-PP	O
with	IN	B-PP	O
at	IN	B-ADVP	O
least	JJS	I-ADVP	O
some	DT	B-NP	B-NP
rebound	NN	I-NP	I-NP
in	IN	B-PP	O
exports	NNS	B-NP	O
after	IN	B-PP	O
August	NNP	B-NP	B-NP
's	POS	B-NP	O
unexpected	JJ	I-NP	O
decline	NN	I-NP	O
,	,	O	O
the	DT	B-NP	B-NP
deficit	NN	I-NP	I-NP
could	MD	B-VP	O
narrow	VB	I-VP	O
to	TO	B-PP	O
as	RB	B-NP	O
little	JJ	I-NP	O
as	IN	I-NP	O
#	#	I-NP	O
1.3	CD	I-NP	O
billion	CD	I-NP	O
.	.	O	O
Mr.	NNP	B-NP	B-NP
Briscoe	NNP	I-NP	I-NP
,	,	O	O
who	WP	B-NP	O
also	RB	B-ADVP	O
forecasts	VBZ	B-VP	O
a	DT	B-NP	O
#	#	I-NP	O
1.3	CD	I-NP	O
billion	CD	I-NP	O
current	JJ	I-NP	O
account	NN	I-NP	O
gap	NN	I-NP	O
,	,	O	O
warns	VBZ	B-VP	O
that	IN	B-SBAR	O
even	RB	B-SBAR	O
if	IN	I-SBAR	O
the	DT	B-NP	B-NP
trade	NN	I-NP	I-NP
figures	NNS	I-NP	O
are	VBP	B-VP	O
bullish	JJ	B-ADJP	O
for	IN	B-PP	O
sterling	NN	B-NP	O
,	,	O	O
the	DT	B-NP	B-NP
currency	NN	I-NP	I-NP
wo	MD	B-VP	O
n't	RB	I-VP	O
advance	VB	I-VP	O
much	JJ	B-NP	O
because	IN	B-SBAR	O
investors	NNS	B-NP	O
will	MD	B-VP	O
want	VB	I-VP	O
to	TO	I-VP	O
see	VB	I-VP	O
further	JJ	B-NP	O
evidence	NN	I-NP	O
of	IN	B-PP	O
the	DT	B-NP	B-NP
turnaround	NN	I-NP	I-NP
before	IN	B-PP	O
adjusting	VBG	B-VP	O
positions	NNS	B-NP	O
.	.	O	O
Nevertheless	RB	B-ADVP	O
,	,	O	O
he	PRP	B-NP	O
noted	VBD	B-VP	O
,	,	O	O
``	``	O	O
No	DT	B-NP	O
one	PRP	I-NP	O
will	MD	B-VP	O
want	VB	I-VP	O
to	TO	I-VP	O
go	VB	I-VP	O
into	IN	B-PP	O
the	DT	B-NP	B-NP
trade	NN	I-NP	I-NP
figures	NNS	I-NP	O
without	IN	B-PP	O
a	DT	B-NP	O
flat	JJ	I-NP	O
position	NN	I-NP	O
''	''	O	O
in	IN	B-PP	O
the	DT	B-NP	B-NP
pound	NN	I-NP	I-NP
.	.	O	O
Meanwhile	RB	B-ADVP	O
,	,	O	O
overall	JJ	B-NP	O
evidence	NN	I-NP	O
on	IN	B-PP	O
the	DT	B-NP	B-NP
economy	NN	I-NP	I-NP
remains	VBZ	B-VP	O
fairly	RB	B-ADJP	O
clouded	VBN	I-ADJP	O
.	.	O	O
In	IN	B-PP	O
his	PRP$	B-NP	O
Mansion	NNP	I-NP	B-NP
House	NNP	I-NP	I-NP
speech	NN	I-NP	O
,	,	O	O
Mr.	NNP	B-NP	B-NP
Lawson	NNP	I-NP	I-NP
warned	VBD	B-VP	O
that	IN	B-SBAR	O
a	DT	B-NP	O
further	JJ	I-NP	O
slowdown	NN	I-NP	O
can	MD	B-VP	O
be	VB	I-VP	O
expected	VBN	I-VP	O
as	IN	B-SBAR	O
the	DT	B-NP	B-NP
impact	NN	I-NP	I-NP
of	IN	B-PP	O
the	DT	B-NP	O
last	JJ	I-NP	O
rise	NN	I-NP	O
in	IN	B-PP	O
interest	NN	B-NP	O
rates	NNS	I-NP	O
earlier	RBR	B-NP	O
this	DT	I-NP	B-NP
month	NN	I-NP	I-NP
takes	VBZ	B-VP	O
effect	NN	B-NP	O
.	.	O	O
U.K.	JJ	B-NP	O
base	NN	I-NP	O
rates	NNS	I-NP	O
are	VBP	B-VP	O
at	IN	B-PP	O
their	PRP$	B-NP	O
highest	JJS	I-NP	O
level	NN	I-NP	O
in	IN	B-PP	O
eight	CD	B-NP	O
years	NNS	I-NP	O
.	.	O	O
But	CC	O	O
consumer	NN	B-NP	O
expenditure	NN	I-NP	O
data	NNS	I-NP	O
released	VBD	B-VP	O
Friday	NNP	B-NP	B-NP
do	VBP	B-VP	O
n't	RB	I-VP	O
suggest	VB	I-VP	O
that	IN	B-SBAR	O
the	DT	B-NP	O
U.K.	NNP	I-NP	B-NP
economy	NN	I-NP	O
is	VBZ	B-VP	O
slowing	VBG	I-VP	O
that	DT	B-ADVP	O
quickly	RB	I-ADVP	O
.	.	O	O
The	DT	B-NP	O
figures	NNS	I-NP	O
show	VBP	B-VP	O
that	DT	O	B-NP
spending	NN	B-NP	I-NP
rose	VBD	B-VP	O
0.1	CD	B-NP	O
%	NN	I-NP	O
in	IN	B-PP	O
the	DT	B-NP	O
third	JJ	I-NP	O
quarter	NN	I-NP	O
from	IN	B-PP	O
the	DT	B-NP	O
second	JJ	I-NP	O
quarter	NN	I-NP	O
and	CC	O	O
was	VBD	B-VP	O
up	IN	B-ADVP	O
3.8	CD	B-NP	O
%	NN	I-NP	O
from	IN	B-PP	O
a	DT	B-NP	B-NP
year	NN	I-NP	I-NP
ago	RB	B-ADVP	O
.	.	O	O
This	DT	B-NP	O
compares	VBZ	B-VP	O
with	IN	B-PP	O
a	DT	B-NP	O
1.6	CD	I-NP	O
%	NN	I-NP	O
rise	NN	I-NP	O
in	IN	B-PP	O
the	DT	B-NP	B-NP
second	NN	I-NP	I-NP
from	IN	B-PP	O
the	DT	B-NP	O
first	JJ	I-NP	O
quarter	NN	I-NP	O
and	CC	O	O
a	DT	B-NP	O
5.4	CD	I-NP	O
%	NN	I-NP	O
increase	NN	I-NP	O
from	IN	B-PP	O
the	DT	B-NP	O
second	JJ	I-NP	O
quarter	NN	I-NP	O
of	IN	B-PP	O
1988	CD	B-NP	O
.	.	O	O
Mr.	NNP	B-NP	B-NP
Dillow	NNP	I-NP	I-NP
said	VBD	B-VP	O
the	DT	B-NP	O
data	NNS	I-NP	O
show	VBP	B-VP	O
the	DT	B-NP	B-NP
economy	NN	I-NP	I-NP
``	``	O	O
is	VBZ	B-VP	O
still	RB	B-ADVP	O
quite	RB	B-ADJP	O
strong	JJ	I-ADJP	O
,	,	O	O
''	''	O	O
but	CC	O	O
suggestions	NNS	B-NP	O
that	IN	B-SBAR	O
much	NN	B-NP	O
of	IN	B-PP	O
the	DT	B-NP	B-NP
spending	NN	I-NP	I-NP
went	VBD	B-VP	O
on	IN	B-PP	O
services	NNS	B-NP	O
rather	RB	B-PP	O
than	IN	I-PP	O
consumer	NN	B-NP	O
goods	NNS	I-NP	O
should	MD	B-VP	O
reduce	VB	I-VP	O
fears	NNS	B-NP	O
of	IN	B-PP	O
more	JJR	B-NP	O
import	NN	I-NP	O
rises	NNS	I-NP	O
.	.	O	O
Certainly	RB	B-ADVP	O
,	,	O	O
the	DT	B-NP	B-NP
chancellor	NN	I-NP	I-NP
has	VBZ	B-VP	O
made	VBN	I-VP	O
it	PRP	B-NP	O
clear	JJ	B-ADJP	O
that	IN	B-SBAR	O
he	PRP	B-NP	O
is	VBZ	B-VP	O
prepared	VBN	I-VP	O
to	TO	I-VP	O
increase	VB	I-VP	O
interest	NN	B-NP	O
rates	NNS	I-NP	O
again	RB	B-ADVP	O
if	IN	B-SBAR	O
necessary	JJ	B-ADJP	O
to	TO	B-VP	O
both	DT	I-VP	O
ensure	VB	I-VP	O
that	IN	B-SBAR	O
a	DT	B-NP	O
substantial	JJ	I-NP	O
slowdown	NN	I-NP	O
does	VBZ	B-VP	O
take	VB	I-VP	O
place	NN	B-NP	O
and	CC	O	O
that	DT	O	B-NP
sterling	NN	B-NP	I-NP
does	VBZ	B-VP	O
n't	RB	I-VP	O
decline	VB	I-VP	O
further	JJ	B-ADVP	O
.	.	O	O
Thursday	NNP	B-NP	B-NP
,	,	O	O
he	PRP	B-NP	O
reminded	VBD	B-VP	O
his	PRP$	B-NP	O
audience	NN	I-NP	O
that	IN	B-SBAR	O
the	DT	B-NP	B-NP
government	NN	I-NP	I-NP
``	``	O	O
can	MD	B-VP	O
not	RB	I-VP	O
allow	VB	I-VP	O
the	DT	B-NP	O
necessary	JJ	I-NP	O
rigor	NN	I-NP	O
of	IN	B-PP	O
monetary	JJ	B-NP	O
policy	NN	I-NP	O
to	TO	B-VP	O
be	VB	I-VP	O
undermined	VBN	I-VP	O
by	IN	B-PP	O
exchange	NN	B-NP	O
rate	NN	I-NP	O
weakness	NN	I-NP	O
.	.	O	O
''	''	O	O
Analysts	NNS	B-NP	O
agree	VBP	B-VP	O
there	EX	B-NP	O
is	VBZ	B-VP	O
little	JJ	B-NP	O
holding	NN	B-VP	O
sterling	NN	B-NP	O
firm	NN	B-ADJP	O
at	IN	B-PP	O
the	DT	B-NP	B-NP
moment	NN	I-NP	I-NP
other	JJ	B-ADJP	O
than	IN	B-PP	O
Mr.	NNP	B-NP	B-NP
Lawson	NNP	I-NP	I-NP
's	POS	B-NP	O
promise	NN	I-NP	O
that	IN	B-SBAR	O
rates	NNS	B-NP	O
will	MD	B-VP	O
be	VB	I-VP	O
pushed	VBN	I-VP	O
higher	JJR	B-ADJP	O
if	IN	B-SBAR	O
necessary	JJ	B-ADJP	O
.	.	O	O
And	CC	O	O
,	,	O	O
they	PRP	B-NP	O
warn	VBP	B-VP	O
,	,	O	O
any	DT	B-NP	O
further	JJ	I-NP	O
drop	NN	I-NP	O
in	IN	B-PP	O
the	DT	B-NP	B-NP
government	NN	I-NP	I-NP
's	POS	B-NP	O
popularity	NN	I-NP	O
could	MD	B-VP	O
swiftly	RB	I-VP	O
make	VB	I-VP	O
this	DT	B-NP	B-NP
promise	NN	I-NP	I-NP
sound	NN	B-VP	O
hollow	JJ	B-ADJP	O
.	.	O	O
Sterling	NNP	B-NP	B-NP
was	VBD	B-VP	O
already	RB	I-VP	O
showing	VBG	I-VP	O
some	DT	B-NP	O
signs	NNS	I-NP	O
of	IN	B-PP	O
a	DT	B-NP	B-NP
lack	NN	I-NP	I-NP
of	IN	B-PP	O
confidence	NN	B-NP	O
in	IN	B-PP	O
Mr.	NNP	B-NP	B-NP
Lawson	NNP	I-NP	I-NP
's	POS	B-NP	O
promise	NN	I-NP	O
Friday	NNP	B-NP	B-NP
.	.	O	O
In	IN	B-PP	O
European	JJ	B-NP	O
trading	NN	I-NP	O
it	PRP	B-NP	O
declined	VBD	B-VP	O
to	TO	B-PP	O
$	$	B-NP	O
1.5890	CD	I-NP	O
and	CC	O	O
2.9495	CD	B-NP	O
marks	NNS	I-NP	O
from	IN	B-PP	O
$	$	B-NP	O
1.5940	CD	I-NP	O
and	CC	O	O
2.9429	CD	B-NP	O
marks	NNS	I-NP	O
late	JJ	B-NP	O
Thursday	NNP	I-NP	B-NP
.	.	O	O
Economists	NNS	B-NP	O
suggested	VBD	B-VP	O
that	IN	B-SBAR	O
if	IN	B-SBAR	O
the	DT	B-NP	B-NP
pound	NN	I-NP	I-NP
falls	VBZ	B-VP	O
much	JJ	B-NP	O
below	IN	B-PP	O
2.90	CD	B-NP	O
marks	NNS	I-NP	O
,	,	O	O
the	DT	B-NP	B-NP
government	NN	I-NP	I-NP
will	MD	B-VP	O
be	VB	I-VP	O
forced	VBN	I-VP	O
to	TO	I-VP	O
increase	VB	I-VP	O
rates	NNS	B-NP	O
to	TO	B-PP	O
16	CD	B-NP	O
%	NN	I-NP	O
,	,	O	O
both	DT	B-VP	O
to	TO	I-VP	O
halt	VB	B-VP	O
any	DT	B-NP	O
further	JJ	I-NP	O
decline	NN	I-NP	O
and	CC	O	O
ensure	VB	B-VP	O
that	IN	B-SBAR	O
the	DT	B-NP	B-NP
balance	NN	I-NP	I-NP
of	IN	B-PP	O
monetary	JJ	B-NP	O
policy	NN	I-NP	O
remains	VBZ	B-VP	O
unchanged	JJ	B-ADJP	O
.	.	O	O
Friday	NNP	B-NP	B-NP
's	POS	B-NP	O
Market	NNP	I-NP	B-NP
Activity	NN	I-NP	O
The	DT	B-NP	B-NP
dollar	NN	I-NP	I-NP
posted	VBD	B-VP	O
gains	NNS	B-NP	O
in	IN	B-PP	O
quiet	JJ	B-NP	O
trading	NN	I-NP	O
as	IN	B-SBAR	O
concerns	NNS	B-NP	O
about	IN	B-PP	O
equities	NNS	B-NP	O
abated	VBN	B-VP	O
.	.	O	O
Foreign	JJ	B-NP	O
exchange	NN	I-NP	O
dealers	NNS	I-NP	O
said	VBD	B-VP	O
that	IN	B-SBAR	O
the	DT	B-NP	B-NP
currency	NN	I-NP	I-NP
market	NN	I-NP	O
has	VBZ	B-VP	O
begun	VBN	I-VP	O
to	TO	I-VP	O
distance	VB	I-VP	O
itself	PRP	B-NP	O
from	IN	B-PP	O
the	DT	B-NP	O
volatile	JJ	I-NP	O
stock	NN	I-NP	O
exchange	NN	I-NP	O
,	,	O	O
which	WDT	B-NP	O
has	VBZ	B-VP	O
preoccupied	VBN	I-VP	O
the	DT	B-NP	B-NP
market	NN	I-NP	I-NP
since	IN	B-PP	O
Oct.	NNP	B-NP	B-NP
13	CD	I-NP	O
,	,	O	O
when	WRB	B-ADVP	O
the	DT	B-NP	O
Dow	NNP	I-NP	B-NP
Jones	NNP	I-NP	I-NP
Industrial	NNP	I-NP	I-NP
Average	NNP	I-NP	I-NP
plunged	VBD	B-VP	O
more	JJR	B-NP	O
than	IN	I-NP	O
190	CD	I-NP	O
points	NNS	I-NP	O
.	.	O	O
Currency	NN	B-NP	O
analysts	NNS	I-NP	O
predict	VBP	B-VP	O
that	IN	B-SBAR	O
in	IN	B-PP	O
the	DT	B-NP	O
coming	VBG	I-NP	O
week	NN	I-NP	O
the	DT	B-NP	O
foreign	JJ	I-NP	O
exchange	NN	I-NP	O
market	NN	I-NP	O
will	MD	B-VP	O
shift	VB	I-VP	O
its	PRP$	B-NP	O
focus	NN	I-NP	O
back	RB	B-ADVP	O
to	TO	B-PP	O
economic	JJ	B-NP	O
fundamentals	NNS	I-NP	O
,	,	O	O
keeping	VBG	B-VP	O
a	DT	B-NP	B-NP
close	NN	I-NP	I-NP
eye	NN	I-NP	O
out	IN	B-ADVP	O
for	IN	B-PP	O
any	DT	B-NP	O
signs	NNS	I-NP	O
of	IN	B-PP	O
monetary	JJ	B-NP	O
easing	NN	I-NP	O
by	IN	B-PP	O
U.S.	NNP	B-NP	B-NP
Federal	NNP	I-NP	I-NP
Reserve	NNP	I-NP	I-NP
.	.	O	O
Late	RB	B-ADVP	O
in	IN	B-PP	O
the	DT	B-NP	O
New	NNP	I-NP	B-NP
York	NNP	I-NP	I-NP
trading	NN	I-NP	O
day	NN	I-NP	O
,	,	O	O
the	DT	B-NP	B-NP
dollar	NN	I-NP	I-NP
was	VBD	B-VP	O
quoted	VBN	I-VP	O
at	IN	B-PP	O
1.8578	CD	B-NP	O
marks	NNS	I-NP	O
,	,	O	O
up	IN	B-ADVP	O
from	IN	B-PP	O
1.8470	CD	B-NP	O
marks	NNS	I-NP	O
late	JJ	B-NP	O
Thursday	NNP	I-NP	B-NP
in	IN	B-PP	O
New	NNP	B-NP	B-NP
York	NNP	I-NP	I-NP
.	.	O	O
The	DT	B-NP	O
U.S.	NNP	I-NP	B-NP
currency	NN	I-NP	O
was	VBD	B-VP	O
also	RB	I-VP	O
changing	VBG	I-VP	O
hands	NNS	B-NP	O
at	IN	B-PP	O
142.43	CD	B-NP	O
yen	NN	I-NP	O
,	,	O	O
up	IN	B-ADVP	O
from	IN	B-PP	O
141.70	CD	B-NP	O
yen	NN	I-NP	O
in	IN	B-PP	O
New	NNP	B-NP	B-NP
York	NNP	I-NP	I-NP
late	JJ	B-NP	O
Thursday	NNP	I-NP	B-NP
.	.	O	O
In	IN	B-PP	O
Tokyo	NNP	B-NP	B-NP
on	IN	B-PP	O
Monday	NNP	B-NP	B-NP
,	,	O	O
the	DT	B-NP	O
U.S.	NNP	I-NP	B-NP
currency	NN	I-NP	O
opened	VBD	B-VP	O
for	IN	B-PP	O
trading	NN	B-NP	O
at	IN	B-PP	O
141.95	CD	B-NP	O
yen	NN	I-NP	O
,	,	O	O
up	IN	B-ADVP	O
from	IN	B-PP	O
Friday	NNP	B-NP	B-NP
's	POS	B-NP	O
Tokyo	NNP	I-NP	B-NP
close	NN	I-NP	O
of	IN	B-PP	O
141.35	CD	B-NP	O
yen	NN	I-NP	O
.	.	O	O
On	IN	B-PP	O
the	DT	B-NP	O
Commodity	NNP	I-NP	B-NP
Exchange	NNP	I-NP	I-NP
in	IN	B-PP	O
New	NNP	B-NP	B-NP
York	NNP	I-NP	I-NP
,	,	O	O
gold	NN	B-NP	O
for	IN	B-PP	O
current	JJ	B-NP	O
delivery	NN	I-NP	O
settled	VBD	B-VP	O
at	IN	B-PP	O
$	$	B-NP	O
367.30	CD	I-NP	O
an	DT	B-NP	B-NP
ounce	NN	I-NP	I-NP
,	,	O	O
up	IN	B-ADVP	O
20	CD	B-NP	O
cents	NNS	I-NP	O
.	.	O	O
Estimated	VBN	B-NP	O
volume	NN	I-NP	O
was	VBD	B-VP	O
a	DT	B-NP	B-NP
light	NN	I-NP	I-NP
2.4	CD	I-NP	O
million	CD	I-NP	O
ounces	NNS	I-NP	O
.	.	O	O
In	IN	B-PP	O
early	JJ	B-NP	O
trading	NN	I-NP	O
in	IN	B-PP	O
Hong	NNP	B-NP	B-NP
Kong	NNP	I-NP	I-NP
Monday	NNP	B-NP	I-NP
,	,	O	O
gold	NN	B-NP	O
was	VBD	B-VP	O
quoted	VBN	I-VP	O
at	IN	B-PP	O
$	$	B-NP	O
366.50	CD	I-NP	O
an	DT	B-NP	B-NP
ounce	NN	I-NP	I-NP
.	.	O	O
East	NNP	B-NP	B-NP
Rock	NNP	I-NP	I-NP
Partners	NNP	I-NP	I-NP
Limited	NNP	I-NP	I-NP
Partnership	NNP	I-NP	I-NP
said	VBD	B-VP	O
it	PRP	B-NP	O
proposed	VBD	B-VP	O
to	TO	I-VP	O
acquire	VB	I-VP	O
A.P.	NNP	B-NP	B-NP
Green	NNP	I-NP	I-NP
Industries	NNP	I-NP	I-NP
Inc.	NNP	I-NP	I-NP
for	IN	B-PP	O
$	$	B-NP	O
40	CD	I-NP	O
a	DT	B-NP	B-NP
share	NN	I-NP	I-NP
.	.	O	O
In	IN	B-PP	O
an	DT	B-NP	O
Oct.	NNP	I-NP	B-NP
19	CD	I-NP	O
letter	NN	I-NP	O
to	TO	B-PP	O
A.P.	NNP	B-NP	B-NP
Green	NNP	I-NP	I-NP
's	POS	B-NP	O
board	NN	I-NP	O
